實驗#,1,Gbest_世代#,2119,GBest,2.31635
實驗#,2,Gbest_世代#,4589,GBest,2.31635
實驗#,3,Gbest_世代#,2440,GBest,2.38978
實驗#,4,Gbest_世代#,2150,GBest,2.32618
實驗#,5,Gbest_世代#,1459,GBest,2.38978
實驗#,6,Gbest_世代#,1996,GBest,2.42713
實驗#,7,Gbest_世代#,2338,GBest,2.31635
實驗#,8,Gbest_世代#,2189,GBest,2.31635
實驗#,9,Gbest_世代#,2686,GBest,2.23419
實驗#,10,Gbest_世代#,2323,GBest,2.38978
實驗#,11,Gbest_世代#,2475,GBest,2.42713
實驗#,12,Gbest_世代#,2546,GBest,2.42713
實驗#,13,Gbest_世代#,2963,GBest,2.27071
實驗#,14,Gbest_世代#,2319,GBest,2.31635
實驗#,15,Gbest_世代#,2468,GBest,2.31635
實驗#,16,Gbest_世代#,2406,GBest,2.42713
實驗#,17,Gbest_世代#,2069,GBest,2.42713
實驗#,18,Gbest_世代#,2589,GBest,2.28513
實驗#,19,Gbest_世代#,2014,GBest,2.31635
實驗#,20,Gbest_世代#,2326,GBest,2.38978
實驗#,21,Gbest_世代#,2326,GBest,2.38978
實驗#,22,Gbest_世代#,1900,GBest,2.37676
實驗#,23,Gbest_世代#,1965,GBest,2.42713
實驗#,24,Gbest_世代#,3869,GBest,2.02151
實驗#,25,Gbest_世代#,3370,GBest,2.42713
實驗#,26,Gbest_世代#,2050,GBest,2.38978
實驗#,27,Gbest_世代#,2437,GBest,2.42713
實驗#,28,Gbest_世代#,1259,GBest,2.28984
實驗#,29,Gbest_世代#,2370,GBest,2.42713
實驗#,30,Gbest_世代#,2125,GBest,2.31635
實驗#,31,Gbest_世代#,2925,GBest,2.37676
實驗#,32,Gbest_世代#,2154,GBest,2.42713
實驗#,33,Gbest_世代#,1969,GBest,2.42713
實驗#,34,Gbest_世代#,3844,GBest,2.42713
實驗#,35,Gbest_世代#,1749,GBest,2.31635
實驗#,36,Gbest_世代#,1459,GBest,2.38978
實驗#,37,Gbest_世代#,1919,GBest,2.42713
實驗#,38,Gbest_世代#,2917,GBest,2.31635
實驗#,39,Gbest_世代#,4137,GBest,2.31635
實驗#,40,Gbest_世代#,2518,GBest,2.38978
實驗#,41,Gbest_世代#,2233,GBest,2.42713
實驗#,42,Gbest_世代#,2793,GBest,2.38978
實驗#,43,Gbest_世代#,2637,GBest,2.42713
實驗#,44,Gbest_世代#,3044,GBest,2.31635
實驗#,45,Gbest_世代#,2050,GBest,2.38978
實驗#,46,Gbest_世代#,2200,GBest,2.42713
實驗#,47,Gbest_世代#,2384,GBest,2.38978
實驗#,48,Gbest_世代#,1575,GBest,2.38978
實驗#,49,Gbest_世代#,2121,GBest,2.42713
實驗#,50,Gbest_世代#,2593,GBest,2.38978
,,,,,
平均,2.3661126,GB代數平均,2427.12,最佳解代數平均,2394.764706
標準差,0.072075516,GB代數標準差,645.6205276,最佳解代數標準差,496.8343942
