實驗#,1,Gbest_世代#,4176,GBest,0.923646
實驗#,2,Gbest_世代#,4008,GBest,0.923646
實驗#,3,Gbest_世代#,3042,GBest,0.923646
實驗#,4,Gbest_世代#,3368,GBest,0.803222
實驗#,5,Gbest_世代#,4067,GBest,0.803222
實驗#,6,Gbest_世代#,4382,GBest,0.923646
實驗#,7,Gbest_世代#,3807,GBest,0.923646
實驗#,8,Gbest_世代#,3547,GBest,0.923646
實驗#,9,Gbest_世代#,2955,GBest,0.923646
實驗#,10,Gbest_世代#,2629,GBest,0.803222
實驗#,11,Gbest_世代#,2374,GBest,0.803222
實驗#,12,Gbest_世代#,2895,GBest,0.803222
實驗#,13,Gbest_世代#,2589,GBest,0.803222
實驗#,14,Gbest_世代#,2451,GBest,0.803222
實驗#,15,Gbest_世代#,2659,GBest,0.803222
實驗#,16,Gbest_世代#,4604,GBest,0.923646
實驗#,17,Gbest_世代#,3307,GBest,0.778318
實驗#,18,Gbest_世代#,2450,GBest,0.923646
實驗#,19,Gbest_世代#,3194,GBest,0.923646
實驗#,20,Gbest_世代#,3022,GBest,0.923646
實驗#,21,Gbest_世代#,3020,GBest,0.803222
實驗#,22,Gbest_世代#,2513,GBest,0.923646
實驗#,23,Gbest_世代#,3050,GBest,0.923646
實驗#,24,Gbest_世代#,3989,GBest,0.923646
實驗#,25,Gbest_世代#,3032,GBest,0.923646
實驗#,26,Gbest_世代#,2503,GBest,0.923646
實驗#,27,Gbest_世代#,2998,GBest,0.923646
實驗#,28,Gbest_世代#,3654,GBest,0.923646
實驗#,29,Gbest_世代#,3279,GBest,0.803222
實驗#,30,Gbest_世代#,4286,GBest,0.923646
實驗#,31,Gbest_世代#,2636,GBest,0.923646
實驗#,32,Gbest_世代#,2470,GBest,0.803222
實驗#,33,Gbest_世代#,2564,GBest,0.803222
實驗#,34,Gbest_世代#,3054,GBest,0.803222
實驗#,35,Gbest_世代#,2270,GBest,0.803222
實驗#,36,Gbest_世代#,4511,GBest,0.923646
實驗#,37,Gbest_世代#,2527,GBest,0.803222
實驗#,38,Gbest_世代#,3056,GBest,0.923646
實驗#,39,Gbest_世代#,3901,GBest,0.923646
實驗#,40,Gbest_世代#,3800,GBest,0.923646
實驗#,41,Gbest_世代#,4136,GBest,0.923646
實驗#,42,Gbest_世代#,3706,GBest,0.923646
實驗#,43,Gbest_世代#,3473,GBest,0.803222
實驗#,44,Gbest_世代#,2750,GBest,0.923646
實驗#,45,Gbest_世代#,3321,GBest,0.923646
實驗#,46,Gbest_世代#,3040,GBest,0.803222
實驗#,47,Gbest_世代#,3294,GBest,0.803222
實驗#,48,Gbest_世代#,2975,GBest,0.923646
實驗#,49,Gbest_世代#,2825,GBest,0.803222
實驗#,50,Gbest_世代#,3231,GBest,0.923646
,,,,,
平均,0.87497832,GB代數平均,3227.8,最佳解代數平均,3441.166667
標準差,0.059704259,GB代數標準差,618.9480754,最佳解代數標準差,626.2097137
