9999999.9999999981
10034814.7599999998
10100760.6600000039
10075905.9100000020
10034470.1099999994
10011347.2599999961
10050992.5800000001
10093772.2200000007
10169998.3800000008
10189093.9400000013
10168083.4900000002
10107779.5500000007
10131998.1399999987
10083048.9100000020
10094527.3300000001
10174111.5600000005
10169474.5000000000
10137854.5599999968
10165124.3999999985
10182874.0299999993
10147366.3300000001
10015315.3499999978
Y = -604.7587042706x*x + 18436.7777764571x + 10000000.0000000000
a = -604.7587042706
b = 18436.7777764571
