10000000.0000000000
10272748.1000000015
10309756.1800000016
10389358.5200000014
10542479.6600000001
10495959.4000000004
10561733.6600000020
10522150.0000000000
10585818.2000000011
10552848.1000000015
10466564.1000000015
10667042.8600000013
10612637.1800000016
10703656.3399999999
10731749.8800000008
10685642.4200000018
10575451.4200000018
10655782.9400000013
10676093.5200000014
10743246.4600000009
Y = 45235.7928641116X + 10000000.0000000000
m = 45235.7928641116
daily risk = 163669.8491761888
trend = 0.2763843988
