10000000.0000000000
10042760.0999999996
10067913.0999999996
10214806.6200000010
10337050.1999999993
10126771.1200000010
10225370.8799999990
10309381.9000000004
10287247.2600000016
10327492.0600000005
10253039.1799999997
10288253.3799999990
10290265.6200000010
10318940.0400000010
10275676.8799999990
10258572.8399999999
10348620.5800000001
10290265.6200000010
10376791.9400000013
10446717.2799999993
Y = 22127.2781463415X + 10000000.0000000000
m = 22127.2781463415
daily risk = 82643.9995587948
trend = 0.2677421018
