代數,10000
粒子數,10
旋轉角度,0.0004000000
實驗次數,50

初始資金,10000000.0000000000
最後資金,12043299.8700000029
真實報酬,2043299.8700000029
趨勢值,0.2283509523

選擇檔數,10
找到最佳解世代,1716
找到最佳解實驗,1
Stock#,AAPL,BA,CVX,DD,HD,MCD,MSFT,PFE,UNH,V,
分配資金,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,
張數,6968,5035,9407,10981,6493,6557,14669,29568,5357,10712,
剩餘資金,92.0000000000,99.3500000000,35.9000000000,70.1400000000,13.0700000001,57.5000000000,14.2700000000,10.2400000000,115.9500000000,34.8000000001,
FS(1),1000000.0000000000,1000000.0000000000,1000000.0000000000,1000000.0000000000,1000000.0000000000,1000000.0000000000,1000000.0000000000,1000000.0000000000,1000000.0000000000,1000000.0000000000,10000000.0000000000,
FS(2),1004111.1200000000,1016212.7000000000,984196.2400000001,991874.0599999999,991429.2400000001,1003737.4900000000,1013348.7900000000,994677.7600000000,1008571.2000000000,1007069.9200000002,10015228.5199999996,
FS(3),994634.6399999999,1014551.1499999999,976670.6400000000,994070.2600000000,987273.7200000001,1003868.6300000000,1005867.6000000000,982259.2000000000,1001553.5299999999,998928.8000000000,9959678.1699999999,
FS(4),1004738.2400000000,1019032.3000000000,973566.3300000000,999231.3300000000,988442.4600000000,1024719.8900000000,1018923.0099999999,986103.0400000000,1007017.6700000000,1006105.8400000001,10027880.1099999994,
FS(5),1010870.0800000000,1027037.9500000001,969333.1800000001,1009004.4199999999,981624.8100000001,1019802.1400000000,1026550.8900000001,987877.1199999999,1001607.0999999999,1018638.8800000001,10052346.5700000003,
FS(6),1014145.0400000000,1038668.8000000000,970085.7400000001,1009553.4700000001,977858.8700000000,1015802.3700000000,1026697.5800000000,980780.8000000000,996250.0999999999,1022066.7200000000,10051909.4900000002,
FS(7),1015608.3200000001,1039524.7500000000,977329.1300000000,1036566.7300000000,990779.9400000001,1026752.5600000001,1043713.6200000001,982259.2000000000,1000214.2799999999,1030314.9600000001,10143063.4900000002,
FS(8),1029753.3600000001,1038467.3999999999,979586.8099999999,1026024.9700000001,995325.0400000000,1016654.7799999999,1052808.3999999999,984033.2800000000,993732.3099999999,1027744.0800000001,10144130.4299999997,
FS(9),1038602.7200000000,1049947.2000000000,982502.9800000000,1035907.8700000000,992662.9100000000,1018228.4600000000,1067624.0900000001,988468.4800000000,1001339.2500000000,1038348.9600000001,10213632.9200000018,
FS(10),1042226.0800000000,1052414.3500000001,980339.3700000000,1034041.1000000000,999220.8400000000,1018097.3199999999,1075985.4199999999,983146.2400000000,998392.8999999999,1037277.7600000000,10221141.3800000008,
FS(11),1045849.4400000001,1048587.7500000000,975729.9400000001,1028221.1699999999,988052.8800000000,1009573.2200000001,1075251.9700000000,986398.7200000000,1001071.3999999999,1045311.7600000000,10204048.2500000019,
FS(12),1052399.3600000001,1061880.1500000001,982691.1200000000,1044253.4300000001,995389.9700000001,1009114.2299999999,1083466.6100000001,994086.3999999999,1013606.7799999999,1052488.8000000000,10289376.8499999996,
FS(13),1047661.1200000000,1058859.1500000001,984290.3099999999,1038323.6899999999,954678.8600000001,1011212.4700000001,1088747.4500000000,991720.9600000000,1025981.4500000000,1050989.1200000001,10252464.5800000001,
FS(14),1047173.3600000001,1068224.2500000000,971308.6500000000,1034370.5300000000,952211.5200000001,1009310.9399999999,1082439.7800000000,989946.8799999999,1027481.4099999999,1066950.0000000000,10249417.3200000003,
FS(15),1059855.1200000001,1068425.6500000001,970838.3000000000,1035578.4399999999,938771.0100000001,995737.9500000000,1079652.6699999999,985216.0000000000,1022713.6799999999,1075198.2400000000,10231987.0600000005,
FS(16),1064384.3200000001,1069835.4500000002,982032.6300000000,1045461.3400000001,954289.2800000000,1043079.4900000000,1088307.3799999999,978711.0400000000,1020088.7500000000,1071127.6799999999,10317317.3600000031,
FS(17),1069401.2800000000,1175520.1000000001,988899.7400000001,1038762.9300000001,952471.2400000001,1026293.5699999999,1086253.7200000000,972501.7600000000,1021963.7000000000,1080340.0000000000,10412408.0400000010,
FS(18),1049194.0800000001,1213534.3500000001,998212.6700000000,1033711.6699999999,959223.9600000000,1029178.6499999999,1073198.3100000001,975754.2400000000,1012213.9600000000,1066628.6399999999,10410850.5300000012,
FS(19),1041808.0000000000,1214893.8000000000,1017120.7400000001,1027123.0700000001,961496.5100000001,1021965.9500000000,1071438.0300000000,980189.4399999999,1024106.5000000000,1062129.6000000001,10422271.6400000025,
FS(20),1036442.6399999999,1220885.4500000002,1027186.2300000000,1004612.0200000000,971365.8700000000,1017310.4799999999,1066450.5700000001,980485.1199999999,1027642.1200000000,1066521.5200000000,10418902.0200000014,
FS(21),1045640.4000000000,1205679.7500000000,1042143.3600000000,1011639.8600000001,972989.1200000000,1010097.7799999999,1064690.2900000000,978119.6799999999,1029892.0599999999,1080554.2400000000,10441446.5399999991,
FS(22),1095043.5200000000,1198177.6000000001,1039133.1200000000,1005600.3099999999,977209.5700000001,1026818.1300000000,1059996.2100000002,973388.8000000000,1034016.9500000000,1084946.1600000001,10494330.3699999992,
FS(23),1084103.7600000000,1199688.1000000001,1029443.9100000000,991983.8700000000,979092.5400000000,1014556.5400000000,1058382.6200000001,988468.4800000000,1043498.8400000000,1077554.8800000001,10466773.5400000010,
FS(24),1089817.5200000000,1196969.2000000002,1035840.6700000000,1002635.4399999999,991818.8200000001,1008655.2400000000,1066157.1900000002,994677.7600000000,1044088.1100000000,1080768.4800000000,10511428.4299999997,
FS(25),1106680.0800000001,1209657.4000000001,1032736.3600000000,999011.7100000000,995714.6200000000,1016195.7900000000,1062049.8700000001,984920.3200000001,1043552.4099999999,1087195.6799999999,10537714.2400000021,
FS(26),1115529.4400000002,1205981.8500000001,1038098.3500000000,991654.4399999999,995714.6200000000,1015867.9399999999,1067770.7800000000,984033.2800000000,1044195.2500000000,1084946.1600000001,10543792.1099999994,
FS(27),1122358.0800000001,1179850.2000000002,1043178.1300000000,993081.9700000001,1008116.2500000000,1015867.9399999999,1063076.7000000000,989059.8400000001,1043820.2600000000,1081625.4399999999,10540034.8100000005,
FS(28),1082361.7600000000,1172650.1500000001,1035840.6700000000,986932.6100000001,999155.9100000000,1027014.8400000001,1047527.5599999999,988172.8000000000,1031713.4399999999,1065771.6799999999,10437141.4199999999,
FS(29),1097412.6399999999,1182720.1500000001,1027562.5100000000,989348.4300000001,1005648.9100000000,1031473.6000000001,1063516.7700000000,983146.2400000000,1034124.0900000000,1072198.8800000001,10487152.2200000007,
FS(30),1113926.8000000000,1194149.6000000001,1022670.8700000000,991654.4399999999,1001623.2500000000,1031211.3199999999,1079505.9800000000,984920.3200000001,1037820.4200000000,1091266.2400000000,10548749.2400000002,
FS(31),1126120.8000000000,1204320.3000000000,1021353.8900000000,995717.4100000000,975066.8800000000,1033571.8400000001,1074078.4500000000,986990.0800000001,1042052.4500000000,1099407.3600000001,10558679.4600000009,
FS(32),1121591.5999999999,1196365.0000000000,1005079.7800000000,1000000.0000000000,988572.3200000001,1041964.8000000000,1080386.1200000001,986398.7200000000,1038141.8400000000,1106798.6399999999,10565298.8200000003,
FS(33),1100060.4800000000,1186295.0000000000,996425.3400000001,988030.7100000000,971820.3800000000,1035342.2299999999,1062049.8700000001,974275.8400000001,1032409.8499999999,1094372.7200000000,10441082.4199999981,
FS(34),1097552.0000000000,1187201.3000000000,1001693.2600000000,991544.6300000001,957665.6400000001,1034489.8199999999,1063370.0799999998,965996.8000000000,1022338.6899999999,1098121.9200000002,10419974.1399999987,
FS(35),1095531.2800000000,1186748.1500000001,995108.3600000000,998682.2800000000,968768.6700000000,1038424.0200000001,1058382.6200000001,968657.9199999999,1028820.6599999999,1105727.4399999999,10444851.4000000004,
FS(36),1113439.0400000000,1207240.6000000001,1000564.4200000000,1013067.3900000000,973378.7000000001,1046816.9799999999,1073198.3100000001,980189.4399999999,1043605.9799999999,1114832.6399999999,10566333.5000000000,
FS(37),1114832.6399999999,1198882.5000000000,1002916.1700000000,1009992.7100000000,968119.3700000000,1041374.6700000000,1066743.9500000000,982850.5600000001,1040659.6300000000,1105298.9600000002,10531671.1600000001,
FS(38),1109885.3600000001,1202155.2500000002,1010723.9800000000,1006368.9800000000,962600.3200000001,1038751.8700000000,1066303.8799999999,982554.8799999999,1043391.7000000000,1105727.4399999999,10528463.6600000020,
FS(39),1113996.4800000000,1187805.5000000000,1018155.5100000000,1009333.8500000000,971690.5200000001,1041440.2400000000,1068210.8499999999,987285.7600000000,1041302.4700000000,1107120.0000000000,10546341.1799999997,
FS(40),1125214.9600000000,1194300.6500000001,1013734.2200000001,1011420.2400000000,982988.3400000000,1047013.6899999999,1068357.5400000000,989651.2000000000,1045213.0800000000,1111726.1600000001,10589620.0800000001,
