初始資金,10000000
最後資金,11475632.7500000000
真實報酬,1475632.7500000000

二次趨勢線,-225.0847134311x^2 + 37876.3935944561x + 10000000
加權每日預期報酬,18519.1082393847
風險,122999.1896459118
二次趨勢值,0.1505628475

平均每日預期報酬,363.2169878350
風險,122999.1896459118
二次趨勢值,0.0029530031

一次趨勢線,26988.5748982558x + 10000000
每日預期報酬,26988.5748982558
風險,161770.4076348082
一次趨勢值,0.1668325826

投資組合檔數,3
Stock#,BA,INTC,UNH,
FS(1),10000000.0000000000,
FS(2),10115884.5999999996,
FS(3),10058711.4000000004,
FS(4),10116128.4500000011,
FS(5),10136678.2000000011,
FS(6),10170817.7000000011,
FS(7),10307855.6500000004,
FS(8),10424035.3499999996,
FS(9),10417131.2500000000,
FS(10),10410701.7500000000,
FS(11),10199750.2500000000,
FS(12),10357397.0500000007,
FS(13),10307043.0000000000,
FS(14),10200706.4500000011,
FS(15),10323543.2000000011,
FS(16),10305750.5000000000,
FS(17),10393570.0000000000,
FS(18),10554868.8499999996,
FS(19),10575249.0000000000,
FS(20),10632411.4000000004,
FS(21),10681220.8499999996,
FS(22),10687093.4000000004,
FS(23),10672451.9500000011,
FS(24),10717824.3499999996,
FS(25),10722661.5999999996,
FS(26),10804831.3499999996,
FS(27),10882579.6500000004,
FS(28),10982424.4000000004,
FS(29),10993558.8499999996,
FS(30),11051740.6500000004,
FS(31),10977350.7500000000,
FS(32),10955498.4500000011,
FS(33),11040292.6500000004,
FS(34),11012605.2000000011,
FS(35),11159221.2000000011,
FS(36),11141796.0000000000,
FS(37),11171379.9000000004,
FS(38),11093524.5500000007,
FS(39),11166097.6500000004,
FS(40),11138694.3000000007,
FS(41),11240234.5000000000,
FS(42),11230471.3000000007,
FS(43),11351881.3500000015,
FS(44),11188591.7500000000,
FS(45),11414776.2000000011,
FS(46),11364387.5999999996,
FS(47),11183455.6500000004,
FS(48),11234944.6500000004,
FS(49),11369096.2000000011,
FS(50),11487392.8499999996,
FS(51),11435701.5999999996,
FS(52),11357145.8499999996,
FS(53),11507720.7000000011,
FS(54),11464145.8000000007,
FS(55),11571283.1500000004,
FS(56),11743937.5500000007,
FS(57),11575537.9000000004,
FS(58),11264968.9500000011,
FS(59),11285470.9000000004,
FS(60),11148143.7500000000,
FS(61),11174866.2500000000,
FS(62),11335766.3499999996,
FS(63),11509875.9000000004,
FS(64),11475632.7500000000,
