代數,10000
粒子數,10
旋轉角度,0.0004000000
實驗次數,50

初始資金,10000000.0000000000
最後資金,12435756.4599999990
真實報酬,2435756.4599999990
趨勢值,0.0587543161

選擇檔數,1
找到最佳解世代,2704
找到最佳解實驗,1
Stock#,PG,
分配資金,10000000,
張數,119517,
剩餘資金,12.6099999998,
FS(1),10000000.0000000000,10000000.0000000000,
FS(2),10082466.7299999986,10082466.7299999986,
FS(3),9923509.1199999992,9923509.1199999992,
FS(4),9790845.2500000000,9790845.2500000000,
FS(5),9818334.1600000001,9818334.1600000001,
FS(6),9848213.4100000001,9848213.4100000001,
FS(7),9824310.0099999998,9824310.0099999998,
FS(8),9733477.0899999999,9733477.0899999999,
FS(9),9426318.4000000004,9426318.4000000004,
FS(10),9449026.6299999990,9449026.6299999990,
FS(11),9576909.8199999984,9576909.8199999984,
FS(12),9682084.7799999993,9682084.7799999993,
FS(13),9783674.2299999986,9783674.2299999986,
FS(14),9590056.6899999995,9590056.6899999995,
FS(15),10433846.7099999990,10433846.7099999990,
FS(16),10350184.8099999987,10350184.8099999987,
FS(17),10417114.3299999982,10417114.3299999982,
FS(18),10692003.4299999978,10692003.4299999978,
FS(19),10637025.6099999994,10637025.6099999994,
FS(20),10500776.2299999986,10500776.2299999986,
FS(21),10546192.6899999995,10546192.6899999995,
FS(22),10659733.8399999999,10659733.8399999999,
FS(23),10598780.1699999999,10598780.1699999999,
FS(24),10707540.6400000006,10707540.6400000006,
FS(25),10733834.3799999990,10733834.3799999990,
FS(26),10899963.0099999998,10899963.0099999998,
FS(27),10937013.2799999993,10937013.2799999993,
FS(28),10910719.5400000010,10910719.5400000010,
FS(29),10919085.7299999986,10919085.7299999986,
FS(30),11044578.5799999982,11044578.5799999982,
FS(31),11079238.5099999998,11079238.5099999998,
FS(32),11171266.5999999996,11171266.5999999996,
FS(33),11173656.9399999995,11173656.9399999995,
FS(34),11214292.7199999988,11214292.7199999988,
FS(35),11213097.5499999989,11213097.5499999989,
FS(36),11149753.5400000010,11149753.5400000010,
FS(37),11007528.3099999987,11007528.3099999987,
FS(38),10925061.5799999982,10925061.5799999982,
FS(39),10940598.7900000010,10940598.7900000010,
FS(40),10988405.5899999999,10988405.5899999999,
FS(41),11081628.8499999996,11081628.8499999996,
FS(42),11116288.7799999993,11116288.7799999993,
FS(43),11093580.5499999989,11093580.5499999989,
