初始資金,10000000.0000000000
最後資金,13355740.1899999995
真實報酬,3355740.1899999995

二次趨勢線,8.8066507253x^2 + 10768.7912867040x + 10000000.0000000000
加權每日預期報酬,13710.2126289539
風險,192373.9206586413
二次趨勢值,0.0712685617

平均每日預期報酬,51.9170424750
風險,192373.9206586413
二次趨勢值,0.0002698757

一次趨勢線,12423.3341999151x + 10000000.0000000000
每日預期報酬,12423.3341999151
風險,202070.7486080275
一次趨勢值,0.0614801216

投資組合檔數,3
Stock#,TRV,V,WMT,
FS(1),10000000.0000000000,
FS(2),9980005.4599999990,
FS(3),9822314.3499999996,
FS(4),9830965.4000000004,
FS(5),9882759.4100000001,
FS(6),9854789.7099999990,
FS(7),9809910.1799999997,
FS(8),9875589.6600000001,
FS(9),9881036.7800000012,
FS(10),9821563.4199999999,
FS(11),9817086.2500000000,
FS(12),9805109.8900000006,
FS(13),9830417.6000000015,
FS(14),9781993.9199999999,
FS(15),9940744.6999999993,
FS(16),10044371.4800000004,
FS(17),10044371.4800000004,
FS(18),10175911.5099999998,
FS(19),10148178.3000000007,
FS(20),10208421.0200000014,
FS(21),10067963.8100000005,
FS(22),10058618.5099999998,
FS(23),9864664.1199999992,
FS(24),9931171.9199999999,
FS(25),9915443.0999999996,
FS(26),10052382.3600000013,
FS(27),10074844.5899999999,
FS(28),10213906.3599999994,
FS(29),10138542.4400000013,
FS(30),10190537.7599999998,
FS(31),10078229.7500000000,
FS(32),10227929.7800000012,
FS(33),10301663.4900000002,
FS(34),10351580.8300000001,
FS(35),10387277.4500000011,
FS(36),10481564.6500000004,
FS(37),10285263.9199999999,
FS(38),10450835.2500000000,
FS(39),10338911.2500000019,
FS(40),10412398.3499999996,
FS(41),10455633.0700000003,
FS(42),10388301.9500000011,
FS(43),10576930.4600000009,
FS(44),10641426.7799999993,
FS(45),10723681.4700000007,
FS(46),10750864.3399999999,
FS(47),10683963.5400000010,
FS(48),10652316.4300000016,
FS(49),10642458.5900000017,
FS(50),10574670.3700000010,
FS(51),10613443.2600000016,
FS(52),10747459.2700000014,
FS(53),10789659.9500000011,
FS(54),10864895.8900000006,
FS(55),10875558.7000000011,
FS(56),10718994.1100000013,
FS(57),10718806.3900000006,
FS(58),10611517.7599999998,
FS(59),10534191.5099999998,
FS(60),10523533.3200000003,
FS(61),10769260.5899999999,
FS(62),10938415.6799999997,
FS(63),11036238.8900000006,
FS(64),10928641.7500000019,
FS(65),10875720.7500000000,
FS(66),10923966.6300000008,
FS(67),11041023.3900000006,
FS(68),11018150.0800000001,
FS(69),10976712.7300000004,
FS(70),11038056.5899999999,
FS(71),10944728.9100000001,
FS(72),10954945.9200000018,
FS(73),10905663.0700000003,
FS(74),10972530.2600000016,
FS(75),10986529.2500000019,
FS(76),10887437.4700000007,
FS(77),10908085.0700000003,
FS(78),10937810.9599999990,
FS(79),10850228.4700000007,
FS(80),10897015.9500000011,
FS(81),10825627.0999999996,
FS(82),10874623.4000000004,
FS(83),10912361.8200000003,
FS(84),10882156.3600000013,
FS(85),10917740.0000000000,
FS(86),10836651.8100000005,
FS(87),10910467.4600000009,
FS(88),10964241.9600000009,
FS(89),10935907.3700000010,
FS(90),11100802.7599999998,
FS(91),11043645.6899999995,
FS(92),11003146.4900000002,
FS(93),11194636.3500000015,
FS(94),11279809.0600000005,
FS(95),11427226.3499999996,
FS(96),11378319.6200000010,
FS(97),11334630.7200000007,
FS(98),11325925.0400000010,
FS(99),11368090.2700000014,
FS(100),11395468.9500000011,
FS(101),11397628.7900000010,
FS(102),11370607.3799999990,
FS(103),11368282.9200000018,
FS(104),11272965.2200000007,
FS(105),11331537.7900000010,
FS(106),11323390.2400000002,
FS(107),11445374.2300000004,
FS(108),11389854.2000000011,
FS(109),11499491.2900000010,
FS(110),11574182.3200000003,
FS(111),11628015.8399999999,
FS(112),11591506.7599999998,
FS(113),11464435.9799999986,
FS(114),11558127.0999999996,
FS(115),11567022.3400000017,
FS(116),11591629.3800000008,
FS(117),11743039.2100000009,
FS(118),11800280.9099999983,
FS(119),11890891.1200000010,
FS(120),11978046.3600000013,
FS(121),11850816.1900000013,
FS(122),11851277.4100000001,
FS(123),11705664.6200000010,
FS(124),11694397.4199999999,
FS(125),11697166.5800000001,
FS(126),11677003.5400000010,
FS(127),11651849.7599999998,
FS(128),11665281.7700000014,
FS(129),11582434.3800000008,
FS(130),11526082.8900000025,
FS(131),11679679.1300000008,
FS(132),11531916.1899999995,
FS(133),11498329.4000000004,
FS(134),11510453.6200000010,
FS(135),11500333.6700000018,
FS(136),11430539.7700000014,
FS(137),11326904.3300000001,
FS(138),11194733.6799999997,
FS(139),11246489.0500000007,
FS(140),11427358.7599999998,
FS(141),11450889.4600000009,
FS(142),11483275.9800000004,
FS(143),11650377.0299999993,
FS(144),11589024.1400000006,
FS(145),11552423.5700000003,
FS(146),11631946.8399999999,
FS(147),11683450.6200000010,
FS(148),11773192.0800000001,
FS(149),11712278.4500000011,
FS(150),11706456.4700000007,
FS(151),11871982.5000000019,
FS(152),11835570.5499999989,
FS(153),11889621.9100000020,
FS(154),11882391.6600000001,
FS(155),11822433.5700000003,
FS(156),11678037.3900000006,
FS(157),11661136.3699999992,
FS(158),11642245.8300000001,
FS(159),11771698.6100000013,
FS(160),11839183.4700000007,
FS(161),11695194.2699999996,
FS(162),11832318.1799999997,
FS(163),11714386.7799999993,
FS(164),11698053.1399999987,
FS(165),11621681.0299999993,
FS(166),11599997.7799999993,
FS(167),11516758.2599999998,
FS(168),11661836.4800000004,
FS(169),11875407.2400000002,
